Number of Pupils,GCSE Pass Average %,% Rate of Absence
966,82.9280114,5.525
966,58.80234449,7.333333333
966,58.68288627,5.733333333
967,60.103672,7.133333333
967,67.20292977,7.242857143
967,50.05655418,6.377777778
968,77.18068755,6.144444444
968,73.26991513,7.4
968,72.88230436,5.344444444
969,78.84328056,8.95
969,41.91326162,10.16666667
970,60.50217357,9.766666667
971,65.40841501,6.255555556
972,65.55895275,8.3
975,70.21735129,7.011111111
976,51.64815934,8.733333333
977,78.00557392,5.1
978,85.03184987,6.255555556
979,63.27279392,6.722222222
980,64.41761196,7.3
980,66.9075109,6.877777778
981,93.51316604,3.744444444
981,69.86360229,6.5125
982,68.63316589,6.922222222
982,64.00591361,6.422222222
983,77.60562434,6.211111111
983,70.42782236,6
984,54.98031896,7.677777778
984,83.22010998,5.6
985,96.09123233,5.055555556
986,65.50346347,8.244444444
986,68.14036643,6.777777778
987,66.87622815,7.811111111
987,71.32594508,6.822222222
987,84.6409241,5.644444444
987,62.17040323,6.622222222
987,96.92649863,4.455555556
987,60.68329596,5.988888889
987,74.32194358,5.744444444
987,72.00470025,6.5
988,44.44692525,10.67777778
988,87.77630957,5
989,66.30662053,6.744444444
989,77.15750292,7.983333333
989,62.10017662,6.711111111
989,42.41544505,8.566666667
990,77.55106813,7.242857143
990,81.01778862,5.544444444
991,67.79585974,7.633333333
991,76.8790897,6.1
991,65.87709792,7.333333333
991,80.62658403,5.577777778
991,64.20606175,7.977777778
992,63.81592773,6.844444444
992,57.74609546,10.07777778
992,76.6078227,6.233333333
992,64.47430978,7.857142857
992,76.21619299,5.76
992,71.98741309,6.422222222
993,70.37173164,6.533333333
993,61.37539051,7.622222222
993,60.3106331,6.044444444
994,66.02110542,6.977777778
994,65.6075152,6.822222222
995,65.00072891,9.05
995,69.72859232,7.75
995,98.63889367,5.144444444
995,99.81537769,5.022222222
996,68.79567892,6.8
996,68.92166475,6.788888889
996,56.31848974,9.055555556
996,64.17835617,7.211111111
996,73.29729748,5.511111111
997,63.7767314,7.26
997,99.82428685,4.355555556
998,64.48772828,6.155555556
998,73.61999119,7.433333333
998,72.79813115,6.155555556
998,72.25482396,7.65
998,76.3658483,5.977777778
999,62.1876805,6.711111111
999,80.47101958,5.188888889
1000,63.41342501,7.555555556
1001,74.73572173,6.633333333
1002,69.27373487,7.0375
1002,79.29678369,6.122222222
1003,74.48356407,6.688888889
1003,83.5044331,6.583333333
1004,62.51538459,8.166666667
1004,59.18596898,7.944444444
1004,71.4905661,6.088888889
1005,54.18641197,9.122222222
1005,81.00782668,6.1
1005,98.26615316,4.588888889
1005,77.43704563,7.344444444
1006,74.50505022,5.4
1006,54.26495952,8.544444444
1009,65.4922214,6.444444444
1009,62.79621508,7.355555556
1009,49.30436832,8.35
1010,64.33555253,6.677777778
1010,52.97175593,8.122222222
1011,61.53695936,7.788888889
1011,64.80385603,7.444444444
1011,75.69896761,6.9375
1011,69.10809749,6.477777778
1011,98.62568092,4.866666667
1011,60.46683614,6.588888889
1011,41.9064298,9.4
1011,75.49615491,6.722222222
1013,71.09297573,7.322222222
1013,99.65856115,4.766666667
1013,90.23785135,5
1013,52.52627444,7.144444444
1013,78.96091856,4.933333333
1013,63.16237004,6.544444444
1014,74.95055397,6.533333333
1014,75.84309506,6.144444444
1014,56.48198301,8.86
1015,75.26096378,7.066666667
1015,98.92660761,4.422222222
1015,86.41170102,5.866666667
1015,77.62783665,5.866666667
1015,74.71113952,6.877777778
1016,99.43395379,5.333333333
1016,98.96084849,4.677777778
1016,60.2804331,8.111111111
1016,49.35053533,10
1017,47.74468047,9.166666667
1017,76.47927909,6.422222222
1018,75.85208051,7.766666667
1018,64.82980755,7.5
1018,68.96758452,5.855555556
1019,68.97601361,7.922222222
1019,71.94617837,7.244444444
1019,69.55346786,5.844444444
1020,57.84517049,7.344444444
1020,62.23352809,7.325
1020,80.31959808,4.133333333
1020,66.3076321,6.111111111
1021,66.14782462,6.444444444
1021,83.67225095,7.044444444
1021,99.60913868,5.244444444
1021,87.49312536,4.855555556
1021,74.31912527,5.622222222
1022,76.86397269,6.233333333
1022,82.06612631,5.755555556
1022,70.16523381,6.866666667
1022,58.66739334,7.2
1022,72.39761646,5.833333333
1023,54.99136312,9.577777778
1023,74.26039766,7.716666667
1023,84.80426118,6.622222222
1023,65.56626494,7.522222222
1024,66.62426948,7.088888889
1024,84.18669587,6.144444444
1024,76.24551853,6.733333333
1024,91.29984108,4.671428571
1025,77.16943595,6.777777778
1025,72.20505674,5.611111111
1025,74.93687327,5.155555556
1026,63.58156908,8.355555556
1026,82.51470136,4.744444444
1026,66.4703898,6.266666667
1027,65.08907932,6.833333333
1027,47.945831,9.955555556
1027,52.45710435,10.04
1027,38.70788145,11.1
1028,58.14483565,7.1875
1029,56.80969197,7.688888889
1029,81.07064452,6.888888889
1029,65.08731672,9.36
1029,81.96516061,7.6625
1029,61.43275353,8.466666667
1029,72.55501793,6.1
1029,84.10035242,7.311111111
1029,73.57473791,5.955555556
1030,77.44967233,6.044444444
1031,73.2159434,6.766666667
1031,62.31335672,7.188888889
1031,58.63634256,8.066666667
1031,75.44983769,5.722222222
1031,52.7748269,7.866666667
1031,53.24393161,7.588888889
1032,74.52132577,6.3625
1033,81.92048523,4.533333333
1033,71.83171574,7.85
1033,63.20144939,6.1
1034,80.28210525,6.588888889
1034,57.74433232,9.366666667
1034,74.59960138,6.455555556
1034,47.45502815,8.6
1035,70.57812079,7.377777778
1035,63.10797652,4.611111111
1036,66.82930904,6.066666667
1036,73.00012229,6.188888889
1036,99.1015831,4.288888889
1036,98.26005732,4.555555556
1037,72.354047,6.588888889
1037,51.0717092,6.722222222
1037,68.33107634,7.644444444
1037,79.79438774,6.555555556
1038,72.22643593,6.1
1038,66.73949747,7.677777778
1038,63.81935076,7.616666667
1039,70.71373891,6.833333333
1039,46.29997551,6.922222222
1040,83.28268128,3.744444444
1041,80.02409256,6.2
1041,72.14075155,7.455555556
1041,66.72601779,8.155555556
1041,64.53056001,6.888888889
1041,55.54201509,7.7
1041,58.86872011,5.233333333
1042,82.06267807,5.955555556
1042,58.24514209,7.111111111
1042,79.38309857,6.333333333
1042,66.49751012,6.611111111
1043,79.25723642,6.3
1043,76.62590258,8.233333333
1043,100,4.044444444
1044,63.78220593,7.9
1044,67.75379011,6.611111111
1044,99.33154362,5.14
1045,57.73325634,8.077777778
1045,62.66992805,7.255555556
1045,48.86262704,9.48
1045,60.93009143,5.955555556
1046,81.28321904,5.144444444
1046,53.24497068,6.644444444
1046,72.01963079,7.96
1046,66.66436534,7.155555556
1046,86.26544802,4.222222222
1046,71.29937681,6.48
1047,69.11605988,7.355555556
1047,69.38693192,7.366666667
1047,52.40283997,9.355555556
1047,73.99106873,6.322222222
1048,84.5294728,6.266666667
1048,82.64833923,6.288888889
1048,51.14945559,8.5
1048,71.41565912,4.475
1050,81.3928905,7.044444444
1050,68.57508415,7.033333333
1050,71.72952788,6.222222222
1050,78.85716952,5.977777778
1050,64.45013311,5.177777778
1051,84.64868099,6
1051,74.06968183,6.833333333
1051,77.28017695,6.3
1051,60.42637375,7.811111111
1051,69.41001951,5.922222222
1051,71.46179523,4.822222222
1051,66.47478464,5.777777778
1052,81.875639,6.928571429
1052,75.99983674,6.777777778
1052,76.09986133,6.7
1052,51.97551229,8.744444444
1053,64.18640412,8.822222222
1054,62.6709934,8.32
1054,100,4.777777778
1055,65.48507844,6.033333333
1055,73.37528287,6.766666667
1055,79.73131108,5.911111111
1055,84.55219145,5.911111111
1055,71.81465184,8.34
1056,66.92854741,7.614285714
1056,74.14431971,5.766666667
1056,99.29834421,4.2
1057,48.97319685,9.577777778
1057,64.83411163,6.955555556
1058,56.86383541,8.077777778
1059,71.72464949,6.344444444
1059,67.12137455,8.366666667
1059,73.46991981,8.175
1059,77.02590784,6.811111111
1060,76.45364811,7.555555556
1061,79.23382605,5.122222222
1061,66.14081359,5.722222222
1063,52.19363262,9
1063,69.33330137,7.488888889
1063,66.19880954,6.825
1064,65.72540493,7.311111111
1064,64.9267152,7.111111111
1064,68.46899244,8.033333333
1064,78.7694742,5.333333333
1065,67.83114206,7.985714286
1065,66.3974531,7.566666667
1065,59.61387064,5.511111111
1065,67.6110803,5.555555556
1065,66.26900615,6.433333333
1066,79.09678994,6.266666667
1067,68.71835763,6.155555556
1067,77.34381055,6.422222222
1067,48.70795428,8.96
1068,70.40681397,6.444444444
1068,72.44258186,6.377777778
1068,75.8095947,6.233333333
1068,63.42021401,6.677777778
1068,62.82977841,7.7
1069,68.15758329,7.611111111
1069,63.77699046,5.188888889
1070,78.19216596,6.233333333
1071,63.41555471,8.125
1071,100,4.211111111
1071,76.10240103,5.855555556
1072,73.02063165,7.783333333
1072,99.85929122,3.766666667
1072,99.81442506,4.433333333
1072,61.68048967,8.277777778
1072,68.78588145,6.088888889
1073,66.45897487,7.2
1073,67.0816689,7.2
1073,74.42855412,7.144444444
1074,98.15868728,4
1075,73.04573822,7.355555556
1075,70.06372035,6.6
1075,73.83304887,7.533333333
1075,79.96832177,5.833333333
1075,69.85328795,6.111111111
1076,89.95224162,4.211111111
1077,59.50085725,7.2
1077,67.072932,6.7
1077,70.83622921,6.8
1077,70.3024187,7.783333333
1077,86.33100728,5.533333333
1077,62.77167058,5.811111111
1078,64.97280384,6.555555556
1078,65.48972943,7.788888889
1078,54.4969968,7.511111111
1078,72.96378874,5.777777778
1078,54.40350526,8.3
1078,71.76488794,6.544444444
1078,91.33250667,4.822222222
1078,56.95190083,7.322222222
1079,60.25938991,7.911111111
1079,65.36530156,7.722222222
1080,61.61668929,8.211111111
1081,83.99693127,5.4375
1081,71.03349995,5.944444444
1082,84.63098153,5.488888889
1082,69.02087736,5.633333333
1082,75.04111802,8.185714286
1083,82.57113817,5.488888889
1085,75.98529561,6.677777778
1085,76.49226538,6.733333333
1085,87.00855766,4.7
1085,100,3.866666667
1086,64.00297571,7.733333333
1087,61.40992581,8.477777778
1088,73.91574841,6.633333333
1088,68.20056735,7.266666667
1088,99.41488113,4.833333333
1090,67.44989213,6.544444444
1091,81.3336316,5.488888889
1091,63.06177573,6.9375
1091,56.3422967,8.7
1091,77.60185811,6.888888889
1091,99.86067026,4.155555556
1091,71.04976492,6.2
1092,56.40714731,6.533333333
1093,76.54271632,6.077777778
1093,71.45270607,5.822222222
1093,99.59293292,4.266666667
1093,79.40648736,6.228571429
1093,65.92861583,6.488888889
1094,77.24760891,6
1095,64.37419259,8.783333333
1095,99.77006435,5.055555556
1095,56.83398137,7.433333333
1095,74.51689568,6.888888889
1096,62.13627244,7.055555556
1096,68.264616,6.777777778
1096,80.77064694,5.366666667
1097,70.01791005,7.66
1097,78.72020355,5.388888889
1097,62.28854623,6.688888889
1098,84.61764093,5.5
1098,60.91242976,5.955555556
1098,76.08905552,5.755555556
1099,73.65217857,7.111111111
1099,73.95062742,7.055555556
1099,71.68216775,6.277777778
1100,76.91550971,6.422222222
1100,68.23602455,7.366666667
1100,99.85754986,4.777777778
1101,66.54820341,7.5
1101,98.78154508,5.622222222
1101,65.92738412,7.733333333
1101,60.82564855,7.733333333
1101,90.91920693,4.3
1102,60.22630476,7.322222222
1103,82.66709776,5.977777778
1103,61.25555345,7.777777778
1103,67.17537168,7.02
1104,62.75921698,7.533333333
1104,68.03631998,6.855555556
1104,72.66370386,6.133333333
1105,74.21334627,5.788888889
1105,60.50327805,6.755555556
1106,73.08534417,5.533333333
1106,99.57393873,4.822222222
1106,81.94417135,6.314285714
1107,67.16154121,6.9
1107,85.05148111,5.888888889
1108,83.28086164,6.522222222
1108,81.42976464,5.744444444
1108,73.28756272,7.355555556
1108,61.26723039,10.28
1108,61.89566184,7.814285714
1109,59.0118257,7.422222222
1109,66.68339817,7.966666667
1109,71.62067013,7.277777778
1109,72.86865395,6.855555556
1110,59.11885456,8.411111111
1110,61.84879828,8.5
1111,61.23156316,6.744444444
1111,85.65525537,4.511111111
1112,57.10726122,8.722222222
1112,49.20822879,6.944444444
1113,56.80995456,8.516666667
1113,83.72304291,5.885714286
1113,74.79191626,5.722222222
1113,100,4.344444444
1114,64.54052703,7.311111111
1116,79.80502293,5.033333333
1116,67.98373958,7
1117,63.92515707,9.566666667
1117,99.35165755,4.711111111
1117,96.33183183,4.033333333
1117,55.11175772,7.455555556
1118,55.81491554,7.633333333
1118,69.08711019,8.244444444
1118,69.12382046,8.2
1118,59.98921587,6.4
1119,58.91951387,6.7
1119,74.58226814,5.322222222
1120,81.25108354,5.222222222
1120,52.36641532,8.822222222
1120,71.14549167,7.122222222
1120,62.37818342,5.944444444
1121,65.12560403,8.011111111
1121,69.54335427,6.777777778
1121,80.51716281,4.288888889
1121,81.52944892,5.622222222
1122,65.3495273,7.977777778
1123,67.13953524,5.777777778
1123,90.10471517,5.077777778
1123,73.09589461,5.111111111
1124,73.06714744,6.477777778
1124,44.09708801,11.08333333
1124,99.82432751,3.688888889
1125,77.4179092,6.866666667
1125,70.85305375,5.9
1126,96.44583969,4.544444444
1126,78.15795214,7.544444444
1126,59.50623154,8.64
1126,79.0605381,6.333333333
1126,99.35107376,4.477777778
1128,77.30783275,5.433333333
1128,71.09461056,6.333333333
1128,78.76549438,5.155555556
1128,74.00569282,4.811111111
1129,86.00279117,4.555555556
1129,100,4
1130,65.21090985,9.514285714
1130,81.05314785,7.133333333
1130,75.55880472,6.4125
1130,66.9005581,6
1131,64.06521972,7.922222222
1131,59.70810347,7.544444444
1132,83.17222883,5.477777778
1132,94.89931636,3.588888889
1132,62.26358814,5.588888889
1132,89.51223005,3.655555556
1133,93.01889304,3.811111111
1133,85.60852438,5.111111111
1133,99.91319444,3.955555556
1133,86.31744661,4.988888889
1134,71.57161589,8.255555556
1134,88.17883352,5.388888889
1135,70.97110421,6.477777778
1135,60.0972341,7.166666667
1135,72.74523974,5.525
1138,71.06020691,7.277777778
1138,66.18858357,6.455555556
1138,100,4.322222222
1139,76.37008785,7.2
1139,72.82525807,6.222222222
1140,73.18030738,7.844444444
1140,51.37222713,7.411111111
1140,83.47835368,4.766666667
1141,79.67523906,5.322222222
1141,73.27542806,6.2
1141,95.10244279,4.375
1141,50.428107,8.6
1141,99.74527465,4.922222222
1142,72.26975232,6.355555556
1143,90.03388727,5.122222222
1144,67.73103534,7.266666667
1145,79.1457381,5.933333333
1145,75.13989695,6.7
1146,77.99020984,7.7125
1146,59.15055733,8.6
1147,75.44008347,6.088888889
1148,60.90777446,8.8
1148,75.76581,5.844444444
1149,62.77127853,7.233333333
1150,56.72038355,8.183333333
1150,80.73000774,4.866666667
1151,49.1711567,9.077777778
1151,72.58174641,5.975
1152,75.69184996,6.188888889
1152,70.9554688,6.322222222
1152,75.43439832,5.233333333
1153,74.03854776,6.577777778
1153,75.37139186,4.822222222
1154,74.31739214,7
1154,64.40690252,7.111111111
1154,62.65822357,6.1
1155,70.80629281,6.5
1155,75.31863873,6.222222222
1155,62.28718362,7.333333333
1155,69.12085578,7.011111111
1155,73.10011355,5.588888889
1155,82.93217045,5.3
1156,89.64924859,5.466666667
1156,66.77814404,5.622222222
1157,65.39771907,10.95
1158,71.82263477,6.488888889
1158,64.96100898,7.971428571
1159,62.18813594,7.455555556
1159,97.56578594,5.811111111
1159,58.96050497,4.922222222
1159,59.60888181,6.288888889
1160,80.60031611,6.722222222
1160,66.74252344,6.811111111
1160,64.50834822,7.677777778
1160,85.52348411,5.455555556
1160,84.74129546,4.933333333
1161,72.83230608,6.144444444
1162,83.98401585,4.566666667
1163,79.89494331,7.511111111
1163,64.01947162,8.088888889
1163,99.56821111,4.122222222
1163,70.09948804,4.866666667
1164,72.25909124,6.055555556
1164,70.09125862,6.433333333
1164,99.90530303,4.8
1164,58.16174662,7.744444444
1165,70.1423184,7.075
1165,68.03287779,10.56
1165,69.40376777,6.455555556
1166,71.03552733,8.3
1166,78.29446174,6
1166,91.43662628,5.655555556
1166,99.77107802,4.044444444
1168,78.6906066,5.811111111
1168,81.50390315,5.966666667
1168,61.58483708,8.366666667
1168,77.88061568,5.611111111
1169,74.31378561,6.388888889
1170,74.66341093,5.7375
1170,73.45208324,6.811111111
1170,87.09151661,6
1171,72.01791196,6.966666667
1171,99.7419623,3.988888889
1172,74.36423838,6.655555556
1173,79.16013413,5.255555556
1173,69.99020916,9.011111111
1173,69.12925805,5.044444444
1173,73.30923241,6.955555556
1174,62.46278964,7.744444444
1174,59.39965445,7.122222222
1174,71.96925196,5.466666667
1175,66.66342647,6.622222222
1175,69.1436293,7.54
1177,66.76622676,9.733333333
1177,75.44136058,6.95
1177,55.00546622,7.9
1178,62.95887731,6.277777778
1178,73.26099113,7.244444444
1178,99.57294993,4.3
1178,73.75030584,7.1
1178,72.20883632,5.833333333
1179,60.90176285,7.655555556
1179,82.90870477,4.722222222
1179,84.74831429,3.455555556
1179,69.65712188,5.644444444
1180,66.75703511,6.7
1180,84.26204403,4.555555556
1181,53.64816406,6.944444444
1182,69.36174099,6.266666667
1182,92.13355399,3.844444444
1183,72.51011968,6.366666667
1183,87.48330147,6.311111111
1184,59.99800008,8.322222222
1184,63.42254935,6.3625
1184,66.0391562,6.742857143
1185,70.45972404,6.3
1185,99.91319444,4.966666667
1185,62.52000001,8.755555556
1185,81.27088576,5.311111111
1186,82.62338577,5.933333333
1186,75.72559394,7.333333333
1186,98.97126292,4.177777778
1186,64.85303858,6.755555556
1186,55.30908263,7.377777778
1186,55.91062458,7.522222222
1187,68.98888488,7.0625
1187,58.00934647,9.011111111
1187,74.50390021,5.566666667
1188,60.30321817,7.1
1188,68.55631173,6.211111111
1188,99.8951782,5.244444444
1188,73.85905065,6.477777778
1188,54.3206294,7.266666667
1190,66.36414773,7.344444444
1190,85.57294238,5.477777778
1190,72.44744341,6.714285714
1190,69.16742505,6.322222222
1190,82.9085407,4.444444444
1191,86.94161072,6.188888889
1191,53.04320147,5.657142857
1192,73.58797677,7.375
1192,67.23415987,5.76
1192,89.60997103,4.9
1192,65.71034886,6.555555556
1194,71.9795553,6.9
1194,99.23636363,3.988888889
1194,84.1753573,6.266666667
1197,70.8730045,6.544444444
1197,79.60375239,6.222222222
1198,65.28184787,7.1
1198,80.81889571,6.644444444
1198,53.98029553,7.777777778
1198,65.16407611,6.344444444
1199,74.38899178,6.6
1199,73.96803434,6.533333333
1199,99.43040869,5.066666667
1199,63.97752192,6.911111111
1199,99.25396578,4.4
1199,85.20548646,5.611111111
1200,79.26239737,4.888888889
1201,99.89224138,3.7375
1201,54.79163799,7.6125
1201,71.59416557,6.355555556
1202,80.11657539,5.577777778
1202,65.98989061,7.377777778
1202,82.48719841,5.044444444
1202,97.88858259,4.333333333
1203,71.64830613,6.3
1204,64.39083847,6.533333333
1205,83.27066791,5.322222222
1205,62.27278837,6.2
1205,100,5.288888889
1205,77.68578586,5.688888889
1205,79.40617162,6.144444444
1205,64.75219666,5.588888889
1206,63.30905121,8.866666667
1206,83.1743492,4.822222222
1206,62.10380577,7.833333333
1208,70.56165443,6.7875
1208,83.76301528,5.588888889
1209,88.84113861,5.433333333
1209,85.8432815,6.266666667
1209,69.86927171,6.477777778
1210,54.94333457,7.622222222
1210,68.81659651,7.255555556
1210,63.95892527,7.077777778
1210,77.50983153,5.944444444
1210,99.90253411,3.311111111
1211,72.13516334,6.188888889
1211,60.68995859,8.522222222
1211,71.1353492,7.777777778
1211,78.46505457,5.811111111
1211,98.90168137,5.811111111
1211,76.06535371,5.933333333
1211,71.21283495,5.611111111
1212,73.43322424,6.788888889
1212,77.9024054,6.255555556
1212,75.31181799,5.411111111
1212,68.24611456,6.055555556
1212,64.15188913,7.911111111
1213,83.82706555,5.522222222
1213,100,4.675
1214,73.1856949,6.022222222
1215,100,4.5
1215,90.41702136,4.466666667
1216,61.80103367,7.288888889
1216,63.90024138,7.133333333
1216,75.53546151,6.833333333
1216,99.86132644,4
1217,88.37135197,4.755555556
1217,66.88800371,7.188888889
1218,79.50261805,6.9
1218,71.01984224,7.033333333
1218,81.76344005,5.283333333
1219,79.37217242,4.844444444
1220,82.07150712,6.144444444
1221,58.8322335,7.888888889
1222,61.95537429,8.155555556
1222,72.27176572,6.2
1222,68.395353,7.455555556
1225,84.42472089,5.733333333
1226,54.5681613,7.622222222
1227,98.73738504,5.288888889
1228,72.04477984,6.675
1228,69.12827732,6.244444444
1229,76.50127348,5.944444444
1230,69.43779176,8.86
1230,76.33204963,5.988888889
1230,63.0119718,6.255555556
1230,90.92167462,5.5
1231,61.46025116,7.577777778
1231,75.6331484,6.677777778
1232,66.27457123,7.277777778
1233,81.95112978,5.422222222
1235,77.65068702,7.033333333
1235,54.43864468,8.766666667
1236,81.59435447,6.033333333
1236,64.44805904,7.544444444
1236,80.18473612,7.388888889
1236,99.83485124,4.433333333
1236,90.76411603,4.833333333
1236,73.34999168,6.766666667
1237,83.29617944,5.855555556
1237,60.75859781,8.016666667
1237,50.85214333,9.011111111
1238,65.13412166,6.644444444
1239,78.20359945,7.3
1239,87.87749089,5.733333333
1239,69.18743536,5.155555556
1240,78.91853463,6.177777778
1241,81.06036919,6.533333333
1241,51.00540216,9.377777778
1242,70.64748517,6.033333333
1242,90.49732732,5.25
1243,51.3541077,9.283333333
1243,60.62540939,8.266666667
1244,71.64785931,7.65
1244,88.4286617,5.022222222
1245,99.72066604,5.044444444
1246,80.55237047,6.277777778
1246,79.64512328,6.011111111
1246,56.59961311,8.688888889
1247,69.648715,7.077777778
1247,72.98286455,6.277777778
1247,63.58282301,8.3375
1247,79.1949275,4.766666667
1248,81.99440254,7.288888889
1248,99.33112784,4.577777778
1248,100,3.366666667
1248,57.75005836,6.922222222
1248,99.75602521,3.82
1249,100,5.022222222
1250,83.83748783,5.711111111
1250,82.1826601,7.214285714
1250,82.77844976,5.211111111
1251,73.81511062,6.333333333
1252,65.15113467,7.255555556
1252,43.91586985,9.5
1253,99.93757803,4.866666667
1254,54.96234889,9.22
1254,79.64976832,5.788888889
1255,66.36919824,6.877777778
1256,99.16652931,5.488888889
1256,85.24210548,4.766666667
1256,99.90636704,3.822222222
1257,70.5945337,6.566666667
1258,78.95245772,6.533333333
1258,68.12194326,7.366666667
1258,52.94416984,6.942857143
1258,86.5652399,5.366666667
1259,99.79879452,5.6
1259,85.1125423,5.533333333
1260,75.88786706,6.588888889
1260,62.48886843,7.255555556
1260,83.3399388,7.22
1260,91.66658067,4.022222222
1260,62.87759681,7.366666667
1261,71.81068634,7.35
1261,73.15176313,5.8
1261,93.16418428,5.388888889
1261,66.88774879,6.177777778
1262,70.3727668,8.242857143
1262,48.36034452,8.366666667
1262,99.92967651,5.255555556
1264,76.74529917,5.433333333
1264,64.73185087,6.4
1265,65.10878519,5.555555556
1266,65.02644122,7.271428571
1266,62.61242221,7.666666667
1266,77.43065338,8.785714286
1267,65.22135868,7.533333333
1268,76.39718423,6.033333333
1268,75.09450041,6.2
1268,99.46072852,4.333333333
1269,99.93131868,5.575
1270,73.154552,6.855555556
1270,83.15787373,6.233333333
1270,61.62183275,7.311111111
1271,56.85027033,10.6
1271,99.36592317,5.344444444
1271,99.85267143,5.455555556
1271,69.13934283,4.633333333
1271,61.56730495,6.377777778
1271,55.99360106,5.444444444
1272,50.97216492,8.944444444
1272,60.41799587,8.933333333
1273,67.92704432,6.077777778
1273,76.53132706,6.144444444
1274,99.05543445,5.455555556
1274,99.78070175,4.066666667
1275,74.64257877,7.344444444
1275,68.91152529,5.611111111
1277,83.02236348,6.044444444
1277,62.79393745,6.544444444
1277,70.29783683,7.383333333
1278,78.57613484,6.822222222
1279,80.30464642,4.788888889
1280,69.20460931,6.533333333
1281,80.46289832,6.077777778
1281,81.33338627,3.722222222
1282,87.41816334,5.188888889
1282,79.36266831,6.255555556
1282,80.01360174,5.966666667
1282,61.35673992,7.488888889
1283,81.85201503,6.075
1284,55.52161343,8.666666667
1284,99.84984985,4.688888889
1284,72.33985707,5.044444444
1284,74.87148474,6.488888889
1284,69.84893362,6
1285,80.37420927,6.857142857
1286,57.36486927,8.133333333
1287,71.96079781,6
1287,62.22223439,8.233333333
1288,72.63555731,5.677777778
1288,59.61383249,7.177777778
1288,67.60180299,9.35
1288,99.82006003,4.255555556
1288,71.1503825,6.777777778
1289,99.19780067,4.888888889
1290,99.93861265,5.055555556
1290,74.71641136,6.744444444
1292,73.16798885,6.155555556
1292,75.46339158,6.7
1292,76.4594976,5.877777778
1292,75.07104245,7.866666667
1292,99.79040521,3.455555556
1293,72.96196802,7.055555556
1293,76.55040083,4.155555556
1293,69.6998215,6.444444444
1293,64.02149236,6.111111111
1294,68.47566549,7.333333333
1294,99.83478577,4.3
1294,78.9201312,5.522222222
1294,48.5565934,10.9
1295,81.77277625,3.7
1297,62.35338695,8.366666667
1298,75.89972003,6.166666667
1299,53.705201,6.944444444
1299,64.21922793,7.522222222
1299,62.87185295,7.344444444
1300,70.54889693,7.411111111
1300,60.58140434,6.933333333
1301,82.89080798,5.86
1301,69.51448314,7.444444444
1302,60.21719845,7.555555556
1302,71.83073818,5.888888889
1302,66.71265552,7.122222222
1303,70.97456568,6.977777778
1303,73.25058832,6.011111111
1303,59.58799696,11.41666667
1304,81.86667473,7.133333333
1304,69.42121689,5.066666667
1305,85.66226123,5.677777778
1305,51.85269129,7.322222222
1305,56.38894691,6.9375
1306,77.96977896,6.088888889
1306,78.70247899,4.477777778
1306,68.11606323,6.822222222
1307,58.55862521,7.611111111
1307,87.3012423,5.522222222
1309,70.24140552,7.144444444
1310,75.69847135,6.077777778
1311,99.7530788,4.233333333
1312,67.51818377,7.1
1312,100,2.9
1314,71.67589576,6.766666667
1314,70.64798573,7.122222222
1314,60.54944087,6.488888889
1314,99.91319444,3.288888889
1315,64.51216889,7.244444444
1315,85.32441825,5.511111111
1318,85.38296532,4.611111111
1318,74.85996883,6.822222222
1318,67.66237776,5.966666667
1319,82.4971063,6.5
1319,79.23001099,6.96
1320,60.81109672,8.222222222
1321,71.20153637,7.188888889
1321,51.50410447,9.55
1321,76.83710627,6.077777778
1322,84.27452887,6.344444444
1322,56.49742309,8.877777778
1322,99.68167224,4.733333333
1322,62.5048886,6.522222222
1323,77.46909953,5.755555556
1323,75.75031972,5.733333333
1324,64.79192817,6.844444444
1324,100,4.677777778
1325,63.94596233,8.066666667
1325,82.25193516,5.466666667
1325,100,3.8
1326,70.31444119,9.28
1326,87.47130131,5.4
1326,99.63364969,4.677777778
1327,73.80657284,7.4125
1328,69.55884872,6.411111111
1328,57.09827872,8.077777778
1328,76.67697351,5.988888889
1329,79.34474669,5.322222222
1329,74.98571521,9.08
1329,81.20148227,5.744444444
1329,81.54152891,5.055555556
1330,83.3385903,5.422222222
1331,78.59813358,6.422222222
1332,71.93248666,7.416666667
1332,82.2002505,6.144444444
1333,65.22685301,6.466666667
1333,71.94384047,7.266666667
1335,67.20694609,9.28
1335,69.64065291,7.166666667
1335,64.2199119,6.622222222
1335,62.78593255,6.788888889
1336,80.49670827,5.822222222
1338,65.32002378,6.566666667
1338,74.54582773,6.883333333
1338,64.70087253,6.744444444
1339,80.70325982,6.711111111
1340,81.95084501,6.244444444
1340,77.92646573,6.111111111
1340,83.67694355,6
1341,63.43878283,8.011111111
1341,71.61832026,5.777777778
1342,99.92592593,3.533333333
1344,99.87922349,5.155555556
1344,83.41310025,4.96
1345,62.28469205,7.011111111
1345,68.81191201,5.588888889
1346,48.75031235,8.78
1347,74.66275517,6.777777778
1348,99.86191345,5.366666667
1348,76.55346506,3.5
1349,73.67958519,7.055555556
1349,59.71425222,8.366666667
1350,99.75795903,3.6
1351,73.40831616,4.788888889
1352,81.18978561,4.788888889
1353,75.83395745,3.744444444
1354,62.28617401,7.411111111
1354,75.88234682,6.614285714
1354,73.78461613,6.457142857
1355,73.13158862,6.855555556
1355,80.37783917,7.225
1355,63.35445664,6.5
