Ofsted Average,Number of Pupils,% Rate of Absence,% FSM,GCSE Pass Average %
2,989,7.983333333,17.15,77.15750292
2.5,440,8.666666667,19.475,55.25941655
3.666666667,1415,11.06666667,32.1625,58.63849271
2.333333333,998,7.65,14.6,72.25482396
3,591,8.583333333,17.5125,55.38831962
2.5,253,9.166666667,15.0125,61.04827349
2,495,12.36666667,19.9875,62.9938542
2,305,10.7,19.725,46.29975641
2,450,9.283333333,20.4625,64.03951956
2,296,12.16666667,23.225,51.92637543
2,419,9.516666667,19.8625,59.82483082
2.5,470,8.1,15.0125,63.68856231
2.5,792,7.85,24.8625,69.39143572
2.666666667,113,25.48333333,56.3625,6.944444444
2,989,8.566666667,31.6125,42.41544505
2,998,7.433333333,11.375,73.61999119
2,1270,6.233333333,4.1875,83.15787373
2.666666667,517,9.166666667,9.6625,54.48582424
2,1072,7.783333333,16.325,73.02063165
1,1511,5.6,6.6125,85.83027582
2,1013,4.933333333,17.5125,78.96091856
2,1510,4.266666667,15.0375,79.00546348
2,777,6.666666667,11.875,81.46222985
3.333333333,1503,10.2,28.25,54.33751264
2.666666667,1272,8.933333333,25.3,60.41799587
3,538,7.466666667,35.4,62.95519792
3,792,6.483333333,16.1625,64.05143603
3.333333333,1288,9.35,17.88571429,67.60180299
1.5,932,5.516666667,12.8625,80.66317215
2.333333333,991,7.633333333,20.6,67.79585974
2.666666667,723,8.9,18.5625,52.91746811
2.5,602,13.9,40.325,47.47438824
3,137,18.75,50.0125,6.319444444
2,1841,7,26.1125,64.394113
1.5,1617,8.66,20.15,70.76119597
2,61,12.4,72.5,10.55555556
2,1332,7.416666667,12.675,71.93248666
1.5,1346,8.78,34.2625,48.75031235
2,1867,7.8,23.1625,72.90515606
1,1344,4.96,26.8125,83.41310025
2,1834,7.133333333,7.225,79.74035296
2,969,8.95,15.1625,78.84328056
2,1304,7.133333333,6.35,81.86667473
1.5,1333,7.266666667,21.175,71.94384047
3,830,9.94,22.9625,55.73596647
1,1849,4.383333333,5.3125,91.82707025
1,1541,5,3.1625,93.36200841
1.5,1884,4.466666667,42.775,77.01625533
2,902,6.466666667,19.4,80.36887468
3,1649,5.3,10.6125,76.02857527
2.666666667,931,6.733333333,44.2125,56.54762987
2.5,866,8.033333333,20.15,72.9698685
2.5,771,7.716666667,23.2125,72.46269766
2.666666667,1097,7.66,9.725,70.01791005
3,501,8,34.3875,63.37784695
2.5,901,5.433333333,19.525,75.61082668
2.666666667,1294,10.9,36.4375,48.5565934
2,767,8.66,33.7375,71.37846754
3,89,33.53333333,72.55,11.66666667
2.333333333,564,9.6,18.0625,70.57834704
3,1124,11.08333333,33.4875,44.09708801
1.5,1044,5.14,11.41428571,99.33154362
2,1054,8.32,21.5125,62.6709934
2.5,1260,7.22,8.0375,83.3399388
2,1218,6.9,7.1625,79.50261805
1,1647,4.68,44.04285714,76.88069487
2,513,8.28,12.4,76.33209807
2.666666667,587,9.333333333,18.275,52.21514035
3,862,8.783333333,15.5625,67.36277512
2.333333333,642,7.54,41.25714286,66.01244589
2.666666667,1126,8.64,36.44285714,59.50623154
2.333333333,1584,7.46,18.95714286,70.47418305
2,992,5.76,7.325,76.21619299
2,813,8.92,19.9375,65.76523542
2.5,785,7.816666667,22.14285714,68.27384355
3.666666667,895,8.72,22.92857143,57.64625965
2.666666667,639,10.31666667,27.5,56.48687038
2.666666667,503,8.4,38.3625,52.31597545
2.666666667,537,9.166666667,50.0125,53.05897774
3,968,7.4,23.37142857,73.26991513
3.333333333,1243,9.283333333,28.88571429,51.3541077
3,1404,6.983333333,16.24285714,73.80169181
3,962,8.016666667,29.12857143,47.85858547
3,701,9.5,20.02857143,73.15145841
2,738,5.22,16.1,79.73492539
2,940,8.78,12.8875,63.22790922
3.666666667,744,12.71666667,44.68571429,47.22449597
2.5,1230,8.86,12.8375,69.43779176
2,1513,7.7,5.7375,81.04520619
2,1046,7.96,12.95,72.01963079
2.333333333,997,7.26,18.4,63.7767314
1,1623,8.22,7.8,80.73777425
2.666666667,1271,10.6,27.78571429,56.85027033
2.666666667,1101,7.733333333,19.8375,65.92738412
2.333333333,1157,10.95,27.0625,65.39771907
2.5,717,7.583333333,21.2625,72.88752536
3,826,7.45,18.37142857,55.71498916
3,1108,10.28,26.22857143,61.26723039
2,1326,9.28,12.92857143,70.31444119
2,766,7.68,8.471428571,72.61328347
1.5,557,8.32,13.61428571,76.84578295
2,965,8.48,7.4,72.014021
2,1329,9.08,8.6,74.98571521
3,808,8.02,21.28571429,78.30360972
3,1113,8.516666667,28.31428571,56.80995456
2,715,7.266666667,13.37142857,78.71835894
2.5,704,7.933333333,39.6,50.37686262
2.5,1375,8.76,20.95714286,75.30244606
2.5,1175,7.54,18.52857143,69.1436293
1,1248,3.82,9.985714286,99.75602521
2,1118,8.2,14.95714286,69.12382046
2,798,7.16,22.4,62.52831817
2,1672,7.28,23.67142857,72.98748722
2,771,7.14,12.3,76.91124189
1,324,8.66,29.45714286,31.18725719
1,1301,5.86,6.557142857,82.89080798
2.666666667,920,13.34,50.18571429,51.78906319
2,1078,8.3,43.52857143,54.40350526
2,1148,8.8,20.1,60.90777446
3,624,10.41666667,55.38571429,51.51778004
2.5,672,7.68,35.92857143,59.73640786
2,1110,8.5,24.72857143,61.84879828
2,1192,5.76,16.54285714,67.23415987
2,1046,6.48,21.47142857,71.29937681
2,1139,7.2,13.8,76.37008785
2,116,23.7,61.17142857,5.151515152
2.333333333,1810,6.42,11.34285714,76.00794147
2,1675,5.86,10.72857143,82.55292365
3,1146,8.6,15.02857143,59.15055733
3,1166,8.3,21.74285714,71.03552733
3,779,9.633333333,27.91428571,53.35921939
2,1335,9.28,14.5,67.20694609
2,794,8.64,11.01428571,70.69598927
2.666666667,951,8,28.14285714,64.51004431
2.333333333,757,7.866666667,20.94285714,74.39767446
2,623,8.5,16.17142857,64.65915156
3.333333333,1009,8.35,40.27142857,49.30436832
3,879,10.03333333,35.22857143,43.53695839
3.25,898,9.433333333,33.48571429,55.91626574
3,1448,6.666666667,17.82857143,58.16776229
3,1145,6.7,16.54285714,75.13989695
2.333333333,892,10.23333333,48.3,40.19004043
3.333333333,1031,7.866666667,55.87142857,52.7748269
2,691,6.816666667,10.92857143,80.83963826
2.5,1003,6.583333333,25.9,83.5044331
3,1391,8.5,17.05714286,65.71050184
3,642,7.766666667,19.81428571,73.63927981
3.333333333,947,10.06666667,35.24285714,45.12799788
3,970,9.766666667,39.51428571,60.50217357
3.333333333,770,10.05,42.04285714,48.40628296
2.5,1077,7.783333333,11.88571429,70.3024187
3,909,7.44,23.72857143,75.3722027
2.5,782,6.98,12.54285714,72.22407953
2,1373,7.36,11.78571429,74.12165473
2.666666667,1055,8.34,23.6,71.81465184
3,905,6.58,23.38571429,75.10556003
3,836,9.04,17.98571429,61.2384424
2.666666667,1428,8.72,30.55714286,64.5712699
3,1045,9.48,28.32857143,48.86262704
2.666666667,859,9.34,41.3,51.16252314
2.666666667,940,8.916666667,29.82857143,60.1071933
3,861,8.1,30.35714286,64.85418829
3,780,12.53333333,44.12857143,48.24776814
1,289,7.04,35.45714286,10.80586081
2,965,8.24,32.47142857,63.01562174
3,480,8.22,9.028571429,69.79849872
3,594,10.8,45.24285714,48.16428773
3,1014,8.86,33.55714286,56.48198301
3,864,8.96,29.31428571,55.45001197
3,564,9.18,37.14285714,53.7207055
2.5,1177,7.9,40.1,55.00546622
2.333333333,631,9.15,14.7,63.42215153
2.5,448,8.42,15.9,58.57063474
2.5,1685,8.36,32.61428571,43.14097099
3,591,8.36,23.04285714,60.47789782
2,1091,8.7,27.52857143,56.3422967
3,748,8.92,32.1,61.04722598
3,654,6.82,35.78571429,65.51244356
3.333333333,852,9.1,35.54285714,55.81663136
3.5,951,10.76,20.4,54.30930572
2.5,733,9.2,28.32857143,53.90614901
3,1319,6.96,40.41428571,79.23001099
3.333333333,913,8.82,35.42857143,40.90697322
3.666666667,1027,10.04,32.04285714,52.45710435
2.5,1067,8.96,48.52857143,48.70795428
2.5,801,8.1,16.6,74.91323981
2.5,1029,9.36,19.71428571,65.08731672
3,1538,6.8,33.22857143,64.36242854
1,826,4.46,30.34285714,78.0369965
3.333333333,191,10.02,17.31428571,60.14083434
2.5,1023,7.716666667,20.54285714,74.26039766
2.5,1254,9.22,36.91428571,54.96234889
2.5,1103,7.02,12.58571429,67.17537168
3.333333333,1165,10.56,20.81666667,68.03287779
