Ofsted Average,Number of Pupils,% Rate of Absence,% FSM,GCSE Pass Average %
2.75,1471,7.822222222,24.24545455,51.95313555
2.666666667,1854,6.444444444,35.67272727,69.51280615
2,1023,7.522222222,20.22727273,65.56626494
2.5,1682,9.355555556,32.53636364,52.53438097
2,1328,8.077777778,16.23636364,57.09827872
2.75,819,10.41111111,33.30909091,42.48648023
2.5,348,7.911111111,50.78181818,57.94683532
2.75,1439,7.744444444,51.95454545,48.260044
2,1163,4.866666667,13.62727273,70.09948804
2.8,1110,8.411111111,41.36363636,59.11885456
1,1639,4.855555556,9.990909091,91.90095641
3.2,1299,6.944444444,31.10909091,53.705201
1.5,1126,6.333333333,28.2,79.0605381
3,1047,7.366666667,11.97272727,69.38693192
2.666666667,1092,6.533333333,34.51818182,56.40714731
2.666666667,944,7.955555556,20.77272727,57.64556255
1.5,1770,5.288888889,6.4,90.20414232
1.666666667,1183,6.311111111,9.654545455,87.48330147
2.5,1065,7.566666667,18.59090909,66.3974531
2.5,1058,8.077777778,25.90909091,56.86383541
2.75,1004,8.166666667,18.97272727,62.51538459
2,1275,5.611111111,48.22727273,68.91152529
1.5,896,6.977777778,49.12727273,66.97308454
3.2,1252,9.5,37.61818182,43.91586985
3,1210,7.622222222,26.28181818,54.94333457
1,1642,4.7,20.29090909,81.50901608
2,2012,4.988888889,13.43636364,71.10673727
3,883,7.266666667,17.76363636,59.14288583
3,1034,9.366666667,24.41818182,57.74433232
3,762,8.155555556,32.78181818,57.61792915
2.5,884,8.144444444,25.02727273,60.2365559
2,980,7.3,16.13636364,64.41761196
2,1155,5.588888889,14.82727273,73.10011355
1.5,1124,6.477777778,14.43636364,73.06714744
2.333333333,993,6.044444444,25.58181818,60.3106331
2.5,560,8.188888889,26.67272727,62.72144298
2.333333333,1204,6.533333333,19.60909091,64.39083847
2,1613,5.6,5.890909091,78.54117452
2.333333333,841,7.255555556,12.90909091,68.63161173
2,934,6.166666667,22.10909091,72.38777725
3,1013,7.144444444,38.9,52.52627444
3.5,618,8.311111111,25.50909091,48.98800354
2,860,8.644444444,29.14545455,71.01258938
2.5,1010,8.122222222,30.1,52.97175593
2,739,10.25555556,33,49.61969109
2,348,7.344444444,10.91818182,73.62036559
2.5,806,6.9,25.90909091,67.06044766
1.5,1095,6.888888889,38.02727273,74.51689568
1.333333333,1284,5.044444444,9.990909091,72.33985707
2.75,1412,7.777777778,15.23636364,64.83051567
3,1369,8.011111111,16.41818182,58.53224726
2,1381,6.6,4.154545455,87.79778662
1,1158,6.488888889,8.072727273,71.82263477
3,921,7.688888889,42.31818182,55.33791806
2,828,6.977777778,26.25454545,61.92850864
2.75,1437,7.555555556,30.21818182,55.84706905
2.333333333,1077,5.811111111,33.25454545,62.77167058
2.333333333,1155,7.333333333,9.8,62.28718362
1,907,4.522222222,26.02727273,75.26983974
2,1019,7.922222222,31.39090909,68.97601361
1.5,1152,5.233333333,39.35454545,75.43439832
3,936,6.6,28.52727273,68.02784275
2.8,1868,7.511111111,24.91818182,59.39684655
2.5,1186,7.377777778,45.80909091,55.30908263
2.75,1018,7.5,19.22727273,64.82980755
1.666666667,1212,5.411111111,10.07272727,75.31181799
3,445,9.433333333,47.48181818,53.92719135
3,1831,7.577777778,16.97272727,59.50849628
2.666666667,2121,7.077777778,31.13636364,56.41105266
3.2,1045,8.077777778,32.43636364,57.73325634
1.666666667,1035,7.377777778,18.11818182,70.57812079
2.5,913,10.56666667,26.77272727,44.40755533
3,682,10.04444444,40.60909091,51.85940301
1,826,5.355555556,46.89090909,75.12427359
2.666666667,790,8.888888889,43.40909091,58.27691927
2,1090,6.544444444,14.47272727,67.44989213
2,856,9.088888889,42.12727273,54.16320342
2.333333333,1450,8.977777778,30.04545455,57.60328992
3.166666667,936,7.622222222,30.60909091,54.63063612
2.75,1188,7.1,25.16363636,60.30321817
2.75,757,7.922222222,27.92727273,64.0899956
2,1460,7.533333333,27.92727273,50.39085528
3.4,564,7.811111111,22.15454545,53.73769306
2.25,1078,6.544444444,19.10909091,71.76488794
1.5,1022,5.833333333,25.47272727,72.39761646
2.666666667,1068,6.677777778,35.70909091,63.42021401
2.6,1516,9.744444444,37.09090909,43.1869958
2,1511,6.8,38.82727273,63.1646427
2,1096,6.777777778,26.71818182,68.264616
2.5,669,7.755555556,28.43636364,50.72722121
1.5,1932,6,7.7,84.98581404
1,1777,6.122222222,13.2,72.8012954
2.25,1117,9.566666667,26.05454545,63.92515707
2,1305,7.322222222,18.13636364,51.85269129
2.333333333,917,8.522222222,38.89090909,66.2869739
3,1851,6.266666667,19.88181818,67.23220514
2.8,1454,7.233333333,19.25454545,60.00103679
1.5,1659,6.8,31.96363636,62.51012194
2,826,5.255555556,55,77.28584444
3,1270,7.311111111,22.54545455,61.62183275
3.333333333,1206,7.833333333,27.25454545,62.10380577
2.5,1159,4.922222222,24.37272727,58.96050497
2,1230,6.255555556,24.85454545,63.0119718
2.333333333,1102,7.322222222,25.15454545,60.22630476
3,1411,8.133333333,38.61818182,53.44676505
2.5,1458,6.277777778,25.82727273,63.02796942
2.666666667,1112,6.944444444,51.47272727,49.20822879
2,1121,8.011111111,20.25454545,65.12560403
2,2329,7.333333333,14.48181818,67.520458
2,1375,6.711111111,23.88181818,60.06682511
2.333333333,1206,8.866666667,27.98181818,63.30905121
2.5,1920,6.244444444,30.12727273,54.42963027
1,1599,5.233333333,23.94545455,71.11810313
2,1248,6.922222222,31.90909091,57.75005836
2.25,1299,7.344444444,42.74545455,62.87185295
2.5,800,8,32.67272727,52.23320289
2.5,1382,6.266666667,23.48181818,50.59537339
2.5,1221,7.888888889,29.42727273,58.8322335
2.5,1284,6,36.98181818,69.84893362
3,924,10.24444444,46.62727273,43.64097566
2,1178,7.244444444,15.57272727,73.26099113
2.333333333,946,6.877777778,24.14545455,63.58044584
1.5,1495,6.155555556,33.48181818,68.37375826
2.333333333,812,6.733333333,29.3,58.36109681
2.333333333,1410,7.577777778,11.53636364,65.99396354
2.5,780,7.9,28.11818182,60.82614969
2.5,931,7.444444444,23.4,55.55728173
2,987,6.5,37.20909091,72.00470025
2.8,1451,7.233333333,25.96363636,60.3736925
3,648,8.988888889,36.68181818,48.22446698
2,1190,7.344444444,27.18181818,66.36414773
2.5,816,8.733333333,47.29090909,53.66946288
2,1401,7.911111111,32.06363636,53.43803649
2,1192,6.555555556,33.54545455,65.71034886
3,534,9.2,36.02727273,45.0315612
3,813,11.02222222,35.25454545,51.90884455
2,950,5.855555556,28.51818182,76.97919462
2.5,1610,5.366666667,35.05454545,57.35819471
2,452,7.146124807,0.681818182,79.50666208
2.666666667,781,9.255555556,24.69090909,48.80417872
2.666666667,1023,9.577777778,29.94545455,54.99136312
3,829,8.555555556,43.89090909,59.98670994
1,1477,7.566666667,20.10909091,66.90373603
1,902,6.488888889,29.61818182,63.67116086
2.333333333,843,7.755555556,24.54545455,62.40411877
3.25,996,9.055555556,22.65454545,56.31848974
1.5,1379,6.466666667,13.55454545,63.93955337
2.75,899,9.188888889,31.28181818,57.07481977
2,1731,8.833333333,29.28181818,52.93219353
3,790,6.777777778,25.1,47.7281794
2.75,452,7.111111111,18.12727273,67.20128786
2.75,1307,7.611111111,18.11818182,58.55862521
3,952,8.755555556,21.44545455,59.30920688
2.666666667,903,6.377777778,30.23636364,62.64419094
2.666666667,1361,8.388888889,19.12727273,57.58956617
1.5,1381,6.422222222,10.72727273,64.31776128
3,841,9.533333333,30.32727273,47.93085259
2,1039,6.833333333,18.91818182,70.71373891
3,606,6.488888889,46.04545455,65.39219466
3,932,10.01111111,37.32727273,46.3945785
2,1306,6.822222222,18.5,68.11606323
1,1651,6.144444444,7.190909091,81.19690497
2,1250,5.211111111,18.04545455,82.77844976
1.5,1730,5.933333333,8.772727273,74.60321272
1,1051,6,6.5,84.64868099
1,1292,3.455555556,3.1,99.79040521
2.8,1116,5.033333333,12.35454545,79.80502293
1,1610,5.811111111,3.409090909,95.50718012
2,778,5.111111111,7.309090909,79.9358417
1.5,1551,6.644444444,6.4,82.808866
1.5,1411,5.411111111,7.272727273,82.05383813
3,509,9.111111111,26.24545455,63.7251495
1.5,1468,3.755555556,5.654545455,99.83684598
1.5,1746,7.377777778,14.8,70.54765822
1,1085,4.7,8.963636364,87.00855766
1,1429,5.411111111,3.427272727,92.90541144
1,1314,3.288888889,2.118181818,99.91319444
1.333333333,1633,5.988888889,10.04545455,78.74564874
1,1500,5.666666667,6.927272727,85.81881888
1.5,1321,7.188888889,13.63636364,71.20153637
2,1559,6.388888889,6.3,78.7020825
1.5,1124,3.688888889,4.909090909,99.82432751
1,1330,5.422222222,13.02727273,83.3385903
1,1713,4.066666667,5.372727273,92.53463939
2,1384,6.144444444,20.01818182,58.02309686
2.5,1984,9.466666667,18.36363636,59.81381638
2,545,7.511111111,26.51818182,64.4180871
1.5,832,4.544444444,5.390909091,96.44494067
1.5,1249,5.022222222,2.727272727,100
2.5,1545,5.966666667,6.781818182,85.36915853
1.5,1823,4.844444444,6.272727273,90.00394955
1.333333333,2547,4.8,10.25454545,80.15049011
1,1705,4.777777778,4.227272727,91.80098108
2,794,6.177777778,14.77272727,64.21904758
1.5,1171,3.988888889,4.045454545,99.7419623
1.5,533,5.244444444,8.354545455,97.74008908
2.5,1235,8.766666667,17.33636364,54.43864468
1,1123,5.111111111,20.37272727,73.09589461
1.5,1100,4.777777778,3.554545455,99.85754986
2,1152,6.322222222,9.518181818,70.9554688
1,1499,4.377777778,5.145454545,84.22302057
2.333333333,1325,8.066666667,11.9,63.94596233
2,1502,5.5,19.67272727,70.60107144
2,1580,4.355555556,8.072727273,85.72967436
2,1815,5.844444444,12.70909091,70.37987335
1.5,1817,4.733333333,5.845454545,87.2635284
1.5,1664,3.044444444,4.6,99.80732177
2,1765,5.088888889,9.418181818,84.00039155
1.5,2323,6.422222222,8.136363636,81.02395423
1,987,4.455555556,6.909090909,96.92649863
1.5,1358,4.633333333,7.218181818,83.02258662
1,1510,5.3,18.28181818,77.40009042
2.5,797,8.044444444,20.54545455,61.27024641
1,1880,5.4,7.945454545,82.43262744
1.5,1301,7.444444444,25.56363636,69.51448314
2,715,6.611111111,15.18181818,69.58810623
1.5,669,3.433333333,3.672727273,99.54727819
1.5,1927,6.4,11.58181818,81.24288139
1,1288,4.255555556,1.327272727,99.82006003
1.666666667,1687,5.388888889,6.290909091,82.94817397
1.5,1156,5.466666667,3.727272727,89.64924859
2,1152,6.188888889,9.490909091,75.69184996
1,1543,3.366666667,2.918181818,99.63620541
1,1577,5.988888889,13.81818182,75.22006403
1,1071,4.211111111,3.4,100
1.5,1248,7.288888889,8.209090909,81.99440254
1.5,1248,4.577777778,3.463636364,99.33112784
1,1502,3.166666667,2.972727273,99.76576268
2,1507,4.9,6.518181818,83.45398794
2.5,718,6.077777778,13.74545455,70.01270584
1,1543,4.644444444,4,99.14135947
1.5,997,4.355555556,3.654545455,99.82428685
2.333333333,1388,6.055555556,7.772727273,98.13402156
2.666666667,1438,7.522222222,17.51818182,59.99613187
1.5,1205,5.322222222,7.609090909,83.27066791
1.5,1016,5.333333333,4.554545455,99.43395379
2,871,5.533333333,8.227272727,85.21135899
1,1475,3.9,3.345454545,99.92542878
1.5,1185,4.966666667,1.490909091,99.91319444
1,1422,5.466666667,12.93636364,82.18195455
1.5,900,7.5,27.90909091,65.71957432
1.5,1415,4.766666667,7.827272727,81.62369681
1,1261,5.388888889,5.209090909,93.16418428
2.5,1292,6.155555556,8.436363636,73.16798885
2.5,1322,8.877777778,29.57272727,56.49742309
2.5,808,9.833333333,32.8,53.34469905
1.5,463,5.833333333,7.490909091,76.39540127
1.5,1488,6.988888889,36.18181818,66.23836222
3,767,9.488888889,52.60909091,48.98590397
1,1236,4.433333333,1.663636364,99.83485124
2,2438,6.844444444,12.82727273,77.68046806
1.5,1479,5.522222222,7.963636364,85.8662764
1.5,699,5.344444444,6.754545455,84.0903868
1,1164,4.8,1.263636364,99.90530303
1,1352,4.788888889,18.38181818,81.18978561
1,1368,5.155555556,1.418181818,99.87922705
1,1166,4.044444444,4.481818182,99.77107802
3,1288,7.177777778,20.66363636,59.61383249
2,803,5.5,5.909090909,77.60294765
1,1325,3.8,3.118181818,100
1,1253,4.866666667,4.327272727,99.93757803
1,934,4.155555556,2.736363636,100
1,1129,4,1.718181818,100
1.333333333,916,6.077777778,53.37272727,76.3758223
1,1164,6.055555556,22.50909091,72.25909124
3.2,1006,8.544444444,31.72727273,54.26495952
1.5,2505,5.111111111,9.445454545,79.48401354
2,1902,5.244444444,2.290909091,99.79121588
2,1625,7.188888889,11.12727273,66.72064535
1,1421,4.166666667,1.954545455,94.57142857
1.333333333,1451,6.911111111,9.345454545,72.05159974
1,1132,3.588888889,2.827272727,94.89931636
2,1728,6.311111111,10.47272727,82.75968365
1,1962,5.533333333,5.390909091,83.86964545
2,1318,5.966666667,12.21818182,67.66237776
2,1545,7.233333333,15.35454545,63.20006077
2,1171,6.966666667,15.95454545,72.01791196
2,1165,6.455555556,13.56363636,69.40376777
1.5,1784,5.244444444,7.745454545,81.16996316
1,1282,6.255555556,6.872727273,79.36266831
2.5,1685,6.044444444,5.490909091,79.27838066
1,1429,3.733333333,3.209090909,90.68364922
2.666666667,267,8.044444444,28.20909091,63.94072377
1,1441,5.477777778,3.509090909,84.50158051
1.5,926,4.211111111,1.509090909,93.83831543
1.5,1275,7.344444444,10.55454545,74.64257877
1.5,1409,5.311111111,2.145454545,99.66269303
1,1422,5.155555556,4.881818182,84.22819215
2.5,1260,6.588888889,6.690909091,75.88786706
1,1342,3.533333333,3.536363636,99.92592593
2,998,6.155555556,18.19090909,64.48772828
2.25,1077,7.2,10.44545455,59.50085725
2.75,830,6.722222222,14.30909091,66.12200647
1.5,1268,4.333333333,4.245454545,99.46072852
1,2070,5.6,4.263636364,87.54685808
1,1350,3.6,2.363636364,99.75795903
1,1188,5.244444444,2,99.8951782
1.5,1016,4.677777778,4.854545455,98.96084849
2.666666667,1039,6.922222222,45.14545455,46.29997551
2.333333333,1576,4.844444444,3.627272727,89.14951044
1,1021,5.244444444,3.663636364,99.60913868
2,1957,6.988888889,11.33636364,64.51290495
1,836,3.955555556,2.209090909,99.8015873
2.333333333,1592,5.2,6.172727273,81.88073347
1.5,1549,7.233333333,9.754545455,78.6197007
1,1274,4.066666667,2.881818182,99.78070175
1.5,1554,4.6,20.08181818,76.54381088
2,1783,7.233333333,17.47272727,71.34392843
1.5,645,6.211111111,11.83636364,84.27330209
2.5,917,6.844444444,8.227272727,75.18145643
2,1017,6.422222222,9.854545455,76.47927909
3,943,8,14.43636364,61.76056889
1,1121,4.288888889,8.572727273,80.51716281
1.5,1666,5.088888889,5.327272727,89.7507812
2,1653,6.566666667,10.87272727,75.23468755
1,1692,4.811111111,4.227272727,70.63055637
2.5,1051,5.922222222,15.3,69.41001951
2,1531,6.433333333,15.43636364,69.39870136
2,1203,6.3,10.71818182,71.64830613
1.5,1141,5.322222222,7.154545455,79.67523906
2,1314,7.122222222,12.74545455,70.64798573
2.4,1168,5.966666667,8.209090909,81.50390315
1,1262,5.255555556,2.754545455,99.92967651
1,1468,4.466666667,2.409090909,97.02922366
1.5,1050,6.222222222,11.41818182,71.72952788
2.75,1078,7.788888889,13.45454545,65.48972943
2.333333333,1393,6.277777778,7.518181818,77.75057599
2,1003,6.688888889,12.8,74.48356407
1.666666667,1592,6.888888889,5.063636364,80.69231578
2.666666667,1239,7.3,13.22727273,78.20359945
2,1607,6.8,9.918181818,73.16929065
2.666666667,795,7.944444444,12.73636364,70.50641855
1.666666667,1101,5.622222222,3.945454545,98.78154508
2.333333333,837,11.28888889,43.15454545,36.56188202
1.5,662,5.888888889,10.37272727,75.69523316
1,1422,5.633333333,11.54545455,78.57348653
2.333333333,931,7.733333333,5.809090909,75.27513217
2.666666667,1149,7.233333333,14.89090909,62.77127853
3.2,711,6.7,25.62727273,60.72609482
2.333333333,2108,4.711111111,5.863636364,78.84952979
1,1093,4.266666667,3.309090909,99.59293292
1.5,1561,6.488888889,8.927272727,74.29285823
1,1246,6.277777778,6.781818182,80.55237047
1.5,1595,6.133333333,8.154545455,70.01198955
1,1645,3.355555556,3.590909091,99.50112873
2.75,1559,8.077777778,17.55454545,56.54067881
2,794,7.322222222,17.44545455,59.72216799
1.5,1227,5.288888889,9.590909091,98.73738504
1.333333333,1820,5.4,3.663636364,85.68768709
2.5,1558,6.766666667,8.909090909,82.92819132
2,916,4.288888889,4.763636364,99.73258507
1.5,928,7.433333333,37,63.44727838
1.5,1083,5.488888889,13.92727273,82.57113817
2,968,5.344444444,18.29090909,72.88230436
1.5,991,5.577777778,14.84545455,80.62658403
3,1036,4.555555556,7.254545455,98.26005732
1.5,929,4.722222222,4.290909091,99.69347277
2,1550,4.866666667,2.963636364,93.9304564
1,1892,5.066666667,4.036363636,89.42862256
2,1302,5.888888889,10.61818182,71.83073818
2.5,1247,7.077777778,7.190909091,69.648715
1.5,1550,4.933333333,3.490909091,89.44716487
2,1414,5.933333333,9.436363636,77.76614153
1,1817,4.033333333,4.972727273,89.63614667
2.25,1432,5.877777778,10.11818182,77.92084166
2.333333333,1360,6.477777778,9.736363636,70.75603688
2.75,2103,7.822222222,12.3,74.52993125
2.333333333,1063,9,32.03636364,52.19363262
2.5,681,8.477777778,21.37272727,65.1220404
1,1256,3.822222222,2.590909091,99.90636704
1.5,1522,6.255555556,19.40909091,67.89723541
1,1818,6.1,11.50909091,77.80573882
2,1760,6.255555556,17.72727273,71.96467348
2.5,1297,8.366666667,19.41818182,62.35338695
1,1312,2.9,2.645454545,100
1,1294,4.3,1.763636364,99.83478577
2.5,1292,6.7,9.736363636,75.46339158
2,903,6.177777778,16.35454545,70.22757121
1.5,1239,5.733333333,5.290909091,87.87749089
2.333333333,1284,8.666666667,29.92727273,55.52161343
1,1780,3.9,2.881818182,92.46724937
2,919,5.533333333,6.427272727,81.71329376
1.5,1398,5.733333333,26.79090909,76.37085985
2,1558,6.933333333,7.763636364,74.67137586
1.666666667,1477,6.044444444,17.76363636,72.43238797
1.5,1463,6.544444444,12.4,77.50515731
1.5,694,6.077777778,9.8,88.79971485
1.333333333,1872,5.477777778,5.363636364,84.8775981
2.5,936,7.388888889,12.08181818,73.96428958
2.5,879,7.844444444,9.8,69.50042179
2,1458,6.244444444,8.036363636,81.27717996
1,1138,4.322222222,0.881818182,100
1.5,1870,5.733333333,4.272727273,87.01542403
1,1771,5.322222222,4.609090909,83.92637726
1.666666667,1386,5.766666667,6.027272727,83.41378226
2.333333333,1138,7.277777778,10.66363636,71.06020691
2,1814,5.877777778,9.709090909,77.74620927
1.5,1703,6.077777778,10.21818182,80.3470379
2.75,571,8.744444444,25.09090909,63.84485196
1,1201,6.355555556,20.61818182,71.59416557
2.333333333,900,7.555555556,14.11818182,68.38455808
2,1800,6.466666667,8.463636364,78.64935252
2,1211,6.188888889,9.481818182,72.13516334
1,1657,5.055555556,9.981818182,81.41134379
2,1626,6.155555556,6.718181818,81.66587859
2,1427,5.911111111,11.24545455,76.57678907
1,1528,4.011111111,4.581818182,99.68547027
2.666666667,887,6,12.66363636,72.15361077
1.5,855,4.888888889,4.090909091,98.94272161
1.5,1013,4.766666667,2.145454545,99.65856115
1.5,2106,5.511111111,4.218181818,85.75923895
2.5,1096,7.055555556,28.73636364,62.13627244
1,2914,4.833333333,31.89090909,81.48973355
2,1041,6.2,6.763636364,80.02409256
2,1082,5.488888889,7.9,84.63098153
1,1108,5.744444444,5.945454545,81.42976464
2,1323,5.755555556,15,77.46909953
2,858,6.922222222,21.9,68.96488179
2,1465,6.044444444,10.84545455,77.92368951
2,1029,7.688888889,26.23636364,56.80969197
3,1437,8.366666667,34.29090909,57.68359597
2,1026,8.355555556,29.53636364,63.58156908
1.5,1571,4.944444444,7.236363636,83.53050048
1.5,1499,5.444444444,15.86363636,81.36769401
1.5,1451,4.966666667,2.936363636,92.26644635
2.666666667,1088,7.266666667,16.18181818,68.20056735
1.5,1120,5.222222222,9.581818182,81.25108354
2.5,1508,6.811111111,12.22727273,74.76147904
2.333333333,1098,5.5,6.872727273,84.61764093
3,1087,8.477777778,19.52727273,61.40992581
1.5,1597,6.077777778,5.154545455,84.87001524
1,1361,4.877777778,2.645454545,99.29042709
1,1536,5.266666667,12.4,82.1907751
2,1862,7.044444444,9.609090909,72.63540394
1.5,1088,4.833333333,3.563636364,99.41488113
2,692,7.277777778,12.8,69.90027232
2,821,7.333333333,8.963636364,64.49611426
1.5,1883,6.577777778,9.609090909,77.80858809
1,1733,5.811111111,6.572727273,87.66152881
1.5,1036,4.288888889,1.881818182,99.1015831
2,1160,5.455555556,8.454545455,85.52348411
1.5,1860,6.366666667,8.154545455,71.38738144
1.5,1290,5.055555556,2.809090909,99.93861265
3,976,8.733333333,34.79090909,51.64815934
2,921,6.988888889,18.79090909,84.75721377
2.75,1431,7.533333333,18.46363636,63.81897669
2.5,1120,7.122222222,16.32727273,71.14549167
2,569,6.744444444,10.71818182,71.73135011
2,1564,6.044444444,8.3,74.3489678
2,1565,6.477777778,8.918181818,78.25979411
2.333333333,528,6.911111111,13.08181818,74.17860289
2,906,5.344444444,4.127272727,98.27463155
2.666666667,1345,5.588888889,20.47272727,68.81191201
2.333333333,926,7.122222222,33.34545455,67.44497691
1,1271,5.344444444,2.436363636,99.36592317
2.333333333,1848,6.922222222,9.818181818,76.44303993
1,1377,3.866666667,7.818181818,99.53635806
2,1194,6.266666667,8.781818182,84.1753573
1,2119,5.6,4.318181818,83.66678713
1,944,4.833333333,9.427272727,99.73299746
1.5,1215,4.5,5.572727273,100
2,1185,6.3,23.98181818,70.45972404
2.333333333,985,5.055555556,5.854545455,96.09123233
1,1205,5.288888889,1.327272727,100
2.333333333,1001,6.633333333,7.572727273,74.73572173
1.5,1050,7.044444444,6.027272727,81.3928905
1,2103,5.877777778,8.654545455,80.85110837
1,829,5.722222222,9.318181818,80.84308942
1.5,1043,4.044444444,1.84,100
1.5,1199,4.4,3.372727273,99.25396578
2,1547,4.611111111,5.118181818,99.89392674
2.75,760,9.355555556,14.29090909,62.81109088
2,1494,4.811111111,3,99.93792675
2,1441,6.166666667,16.34545455,68.56529919
1.5,1117,4.033333333,3.454545455,96.33183183
2,1521,6.344444444,18.79090909,66.37550443
2,1961,6,17.56363636,78.79872527
1.5,608,3.822222222,14,83.97644601
2,841,6.033333333,8.990909091,73.9270818
2.333333333,1292,5.877777778,11.82727273,76.4594976
3.2,1052,8.744444444,27.70909091,51.97551229
3,1016,10,45.69090909,49.35053533
2,1937,6.911111111,10.58181818,76.6266637
2,1714,6.8,7.190909091,77.02681348
2.5,687,7.7,23,66.62336261
1.5,1503,6.077777778,4.727272727,85.39501686
1.5,1883,7.011111111,9.5,79.17240663
2.333333333,1230,5.988888889,12.5,76.33204963
2.333333333,516,7.377777778,9.590909091,64.1281953
2,3037,6.155555556,12.81818182,58.71468269
2,1590,5.8,9.2,78.76607773
1.333333333,1348,5.366666667,3.5,99.86191345
1,1358,5.522222222,2.609090909,99.81735023
2,1238,6.644444444,10.5,65.13412166
2,1199,5.066666667,2.872727273,99.43040869
2,1109,6.855555556,13.73636364,72.86865395
2,1153,6.577777778,12.64545455,74.03854776
1.5,2097,5.711111111,4.618181818,80.54939628
2.5,1072,8.277777778,20.12727273,61.68048967
2,1702,6.5,7.227272727,76.90662963
2,1670,4.644444444,7.7,79.22099411
1.5,1551,4.855555556,4.772727273,99.00326769
2.5,1160,7.677777778,17.58181818,64.50834822
2.5,1354,7.411111111,15.00909091,62.28617401
2.333333333,611,8.4,13.78181818,60.25079784
1.5,975,7.011111111,13.30909091,70.21735129
1,1106,4.822222222,2.409090909,99.57393873
1.5,1711,5.888888889,5.9,84.17537207
2.6,1260,7.366666667,25.90909091,62.87759681
2,1660,5.4,6.672727273,85.42657315
1.5,1907,5.166666667,6.554545455,84.30616449
1,1454,5.522222222,4.3,90.56803067
1.5,1020,6.111111111,41.90909091,66.3076321
1.5,1321,6.077777778,16.44545455,76.83710627
1,1344,5.155555556,1.981818182,99.87922349
1.5,1501,5.222222222,12.2,79.54481506
2,1128,5.433333333,6.354545455,77.30783275
1.5,1129,4.555555556,10.82727273,86.00279117
2,1596,6.511111111,13.60909091,74.32754664
2,1885,4.633333333,4.081818182,90.84373915
1.5,1133,3.811111111,3.054545455,93.01889304
2.5,983,6.211111111,10.11818182,77.60562434
2.333333333,825,10.2,41.40909091,53.34507652
2.333333333,795,6.455555556,10.51818182,75.68810152
1.5,886,5.355555556,7.927272727,81.54718985
1.5,1217,4.755555556,4.581818182,88.37135197
1,1464,5.1,4.154545455,94.47529048
2,1489,5.822222222,11.79090909,78.7067213
1,1592,5.033333333,2.645454545,93.08979848
1,1191,6.188888889,4.2,86.94161072
1.333333333,1381,5.733333333,6.818181818,80.44526524
2,1528,5.477777778,10.2,77.19047262
1.5,2172,5.833333333,3.454545455,85.08650364
1.5,1938,5.588888889,4.118181818,86.03132927
2.333333333,1743,6.122222222,7.972727273,80.18454557
2,1571,6.088888889,11.3,75.95945692
2,1216,6.833333333,8.272727273,75.53546151
1.5,1462,3.988888889,2.963636364,99.78143539
1,1688,5.222222222,7.272727273,76.94025743
2.666666667,691,6.944444444,13.35454545,70.60766336
2,1022,6.233333333,10.88181818,76.86397269
1.5,1782,5.155555556,12.03636364,86.11056944
1,1202,5.044444444,7.363636364,82.48719841
2,1060,7.555555556,10.97272727,76.45364811
2,731,6.722222222,10.64545455,69.80640094
2.666666667,869,5.988888889,17.56363636,67.14685622
1.5,1042,5.955555556,2.681818182,82.06267807
2.5,736,7.222222222,20.2,52.75898013
1.5,1019,5.844444444,11.29090909,69.55346786
2.5,1125,6.866666667,9.172727273,77.4179092
2,1300,7.411111111,15.17272727,70.54889693
2,1023,6.622222222,6.490909091,84.80426118
3,1476,8.011111111,21.53636364,60.60760004
2.8,611,5.522222222,18.09090909,57.35684911
3,398,6.977777778,15.27272727,63.72752677
1.5,1479,5.922222222,6.972727273,81.465373
1,811,5.744444444,22.96363636,73.98841402
1,1705,5.2,7.127272727,82.72823674
2,1428,6.311111111,7.8,73.97377543
2,964,5.788888889,12.30909091,73.38258684
2,1528,5.633333333,7.336363636,85.04546206
2.333333333,634,7.211111111,30.5,56.34997273
2,1858,5.933333333,6.709090909,75.40894334
2.5,1617,6.511111111,13.14545455,70.12190263
2.5,1298,6.166666667,8.2,75.89972003
1,1437,5.111111111,3.472727273,89.08487067
3,1085,6.677777778,10.10909091,75.98529561
2.333333333,1197,6.222222222,8.972727273,79.60375239
2,1480,5.522222222,28.30909091,74.11927576
2,1396,6.955555556,12.16363636,65.85549009
3,1433,5.711111111,10.87272727,70.81922775
2.333333333,1534,6.7,11.8,68.73744239
2.5,500,7.255555556,13.95454545,66.13984836
2.5,1188,6.211111111,11.72727273,68.55631173
2.25,991,7.333333333,26.3,65.87709792
2.333333333,739,6.077777778,8.845454545,74.32855446
2,681,6.4,9.872727273,73.66975636
2.25,1554,6.4,10.66363636,77.31597815
2,1667,6.6,9.927272727,84.72223329
2,802,5.122222222,8.4,86.09640471
1,1259,5.6,3.163636364,99.79879452
1.666666667,615,5.511111111,6.054545455,83.01253306
2,996,6.8,12.95454545,68.79567892
2,1547,6.311111111,6.890909091,78.08843191
2.25,1059,6.344444444,15.03636364,71.72464949
2,1022,5.755555556,4.718181818,82.06612631
2,1367,5.522222222,7.063636364,83.70000246
2.333333333,734,7.455555556,24.69090909,66.98809449
1,2343,5.211111111,9.554545455,90.20323821
2,1707,5.588888889,5.5,86.3727301
2,1047,6.322222222,15.49090909,73.99106873
2,1155,7.011111111,14.05454545,69.12085578
1.666666667,1044,6.611111111,24.59090909,67.75379011
2,1575,8,19.18181818,60.78032815
3,1255,6.877777778,8.936363636,66.36919824
